=N(NEW SESSION Bluetooth Keyboards, Train d'idees, Couteau Suisse)
type; idee_generatrice; Numero; label de l'idee; temps 1er car; temps validation; id utilisateur; idtrain-ididee; predecesseur; label predec; dist; alpha; cx; cy; pos; predecs; suivants
LEAFELEM; _SUR-LA_TABLE; 24;  Lit; 84832; 95117; 2; 6-8; 6-5;  Dormir ; 0.9875488852404359; -0.42721193716006045; 0; 8; 1171.866016836937,739.8174000361784; 1174.5839176837362,707.9586672568638 1173.8618254168296,723.942364662598 ; 
LEAFELEM; _SUR-LA_TABLE; 25; Oreillé; 96488; 98105; 2; 6-11; 6-8;  Lit ; 1.006314472389162; -0.5167539259800202; 0; 8; 1159.3316825052354,786.0196318789323; 1168.5560287857434,755.4712806764846 1165.0875965303997,771.0908190080132 ; 
LEAFELEM; _SUR-LA_TABLE; 27; Couette; 105913; 107126; 2; 6-14; 6-11;  Oreillé ; 1.007740192772531; -0.6073577404354351; 0; 8; 1134.4452421591086,826.9364596830417; 1152.180008102308,800.3323378856422 1143.8548733119594,813.9958707641671 ; 
LEAFELEM; _SUR-LA_TABLE; 28; Couverture; 108363; 110750; 2; 6-17; 6-14;  Couette ; 0.9968403352189311; -0.6978320312749879; 0; 8; 1101.0033897154813,861.2770701716458; 1124.0654770284698,839.1126855282193 1112.8594822802227,850.5330919002474 ; 1063.643465142731,891.4098841413598 1076.1710325490606,881.4569923565633 1088.698598330739,871.5040985268414 
LEAFELEM; _SUR-LA_TABLE; 0;  11; 6903; 9276; 1; 0-5; -; -; 1.0522236097728301; -2.367942158769959; 0; 8; 304.82012143514817,911.002386029538; 336.57803179964026,914.9311427388398 320.6990766173942,912.9667643841889 ; 
LEAFELEM; _SUR-LA_TABLE; 2; loupe; 12400; 13903; 1; 0-8; 0-5;  11 ; 1.1108930129188455; -2.432809621100016; 0; 8; 257.24675577470373,904.6231953840484; 288.94772588785594,908.9856908145148 273.0883199926311,906.8692682077304 ; 
LEAFELEM;  loupe ; 31; jumelle; 121715; 123839; 4; 12-4; 0-5;  loupe ; 1.0474071393985402; -2.526574739259771; 0; 8; 250.87115535973166,842.271045466997; 257.24675577470373,904.6231953840484 253.62288567058476,889.0420553830868 254.0507514361,873.6515277834114 253.4035006710078,858.0045976860365 ; 
LEAFELEM;  jumelle ; 58; microscope; 345973; 350626; 2; 27-5; 12-4;  jumelle ; 0.9850757960637414; -2.6592165007478843; 0; 8; 241.8462120452339,764.9052513652257; 250.87115535973166,842.271045466997 248.67181998086807,826.4967965822678 249.80042422236028,811.2834163872591 249.35901005557747,795.6227655263139 243.93493134956972,780.6819905492977 ; 
LEAFELEM; _SUR-LA_TABLE; 4; aiguiseur; 15491; 18202; 1; 0-11; 0-8;  loupe ; 1.1725311765043918; -2.4919850606722633; 0; 8; 209.80148713683406,897.3476336734595; 241.42369761593613,902.2502582790543 225.61326191029514,899.7946274440565 ; 
LEAFELEM;  aiguiseur ; 81; pince coupante; 564938; 568031; 3; 53-5; 0-8;  aiguiseur ; 1.0782351294357315; -2.563141819427103; 0; 8; 226.02069122190758,834.4878958340121; 209.80148713683406,897.3476336734595 206.4089573674579,881.7188794511696 211.90663855573408,870.9723697372201 217.13581128564803,859.6302656189733 221.91961108206726,847.5108690056196 ; 
LEAFELEM;  aiguiseur ; 83; pince plate; 570899; 576718; 3; 53-8; 53-5;  pince coupante ; 1.0294151136743386; -2.629607149178967; 0; 8; 228.85616591939802,789.767923382554; 229.106884465192,820.4906199877964 230.64578896535346,805.5177317105712 ; 
LEAFELEM; _SUR-LA_TABLE; 8; lampe; 23529; 24690; 1; 0-14; 0-11;  aiguiseur ; 1.2399793626971176; -2.543147776807187; 0; 8; 162.14448060097772,891.7401447087717; 193.96716353038198,895.051071911574 178.08663419597178,893.0994602547793 ; 
LEAFELEM;  lampe ; 26; uv; 96754; 99427; 1; 8-4; 0-11;  lampe ; 1.207325869705652; -2.638330558759118; 0; 8; 144.74198162007676,830.6949266486583; 162.14448060097772,891.7401447087717 157.612943305819,876.4144723865929 154.63223185994212,860.8671845016459 151.0150885053211,845.3734062920204 ; 
LEAFELEM;  uv ; 57; chauffeuse; 345672; 349879; 3; 28-5; 8-4;  uv ; 1.0556716225049327; -2.6318484629030072; 0; 8; 216.23170825564418,795.437561215992; 144.74198162007676,830.6949266486583 158.68173876795575,822.8718935730377 172.97279936727352,815.7534805974329 187.36389822268777,808.8679433221776 201.81990830233605,802.1424681690953 ; 
LEAFELEM;  lampe ; 29; telephone; 110955; 112478; 1; 8-7; 8-4;  uv ; 1.159192617449759; -2.692487066260273; 0; 8; 151.77285200374757,789.2194033353161; 147.2484481624941,816.9990686734229 149.62659110344478,803.1984719926488 ; 
LEAFELEM;  lampe ; 32; microphone; 145580; 147716; 1; 8-10; 8-7;  telephone ; 1.119861652209292; -2.757074147542369; 0; 8; 155.00358594129656,745.5391076717784; 153.42194704018198,774.9000973717552 155.29096916110964,760.7245532351427 ; 
LEAFELEM; _SUR-LA_TABLE; 14; lame isolante; 29841; 37902; 1; 0-17; 0-14;  lampe ; 1.318869505531698; -2.578917172592558; 0; 8; 114.34119386326795,894.3650101840699; 146.15139077923632,891.2699554344238 130.16924482712412,892.0256079771863 ; 82.0,921.0 84.3153226928397,905.1684087714463 98.92292254241475,898.6401604126064 
LEAFELEM; _SUR-LA_TABLE; 43; Cuisine; 268002; 270313; 2; 11-5; -; -; 0.5880199325291402; 1.915552878827917; 0; 8; 595.6658762058029,234.454751283148; 626.0,229.0 610.0712575763014,227.49163505759958 ; 
LEAFELEM;  Cuisine ; 65; rechaud; 408481; 410706; 1; 40-5; 11-2;  Cuisine ; 0.7027472847515678; 2.060843875422019; 0; 8; 526.3507125455616,199.47832058367496; 595.6658762058029,234.454751283148 582.302161438609,225.65974196388115 568.131987040538,218.52982561388202 555.5779211573497,208.67095537357648 540.9625877437234,204.21514278232272 ; 
LEAFELEM;  Cuisine ; 66; rechaud; 413956; 417132; 1; 40-8; 40-5;  rechaud ; 0.7718282047412057; 2.1362646658552595; 0; 8; 482.88400177510636,182.8660621917372; 511.7357847681437,194.8895702564969 497.1515734286111,189.6854032049354 ; 
LEAFELEM;  rechaud ; 106; couverture chauffante; 869759; 873822; 3; 86-5; 40-8;  rechaud ; 0.8774881385703599; 2.254040954345168; 0; 17; 409.1660878357009,167.72857573372627; 482.88400177510636,182.8660621917372 468.0512012896878,178.02137265529504 453.4605325587903,176.06440225012676 438.8471292913749,174.021393750418 424.01911739907155,170.78505009929447 ; 
LEAFELEM; _SUR-LA_TABLE; 47; Saveur; 277630; 279208; 2; 11-8; 11-5;  Cuisine ; 0.5598268353899969; 2.0671675853161404; 0; 8; 560.0293620127316,266.560891405315; 583.547315386659,244.901783573359 571.335299925196,255.23941765321445 ; 
LEAFELEM; _SUR-LA_TABLE; 49; Epices; 283239; 284994; 2; 11-11; 11-8;  Saveur ; 0.5284307258524578; 2.2249924492319595; 0; 8; 531.1802253874234,304.85200000536645; 549.6270137989856,278.7178298208856 540.0567283480138,291.540061934949 ; 506.5723235213087,346.0620788749808 514.6891264999207,332.2737682675715 522.8059288973988,318.4854573180645 
LEAFELEM; _SUR-LA_TABLE; 30; Couverts; 118841; 120452; 3; 10-5; -; -; 0.6144128022529637; 2.6193989203802235; 0; 8; 420.4226908960667,364.1092984388787; 427.0,394.0 419.1491688896714,380.05853483750377 ; 398.7940358410493,322.180738479221 404.218620291773,337.23310983847756 409.6432028928894,352.2854818642968 
LEAFELEM; _SUR-LA_TABLE; 3;  22; 14927; 16450; 2; 1-5; -; -; 1.0904276395318644; 2.5113526528842236; 0; 8; 237.50580594817146,187.6186342851116; 255.698488376274,161.29324148518918 246.60214660745658,174.4559375017683 ; 
LEAFELEM; _SUR-LA_TABLE; 10; Serpillère; 27075; 30157; 2; 1-8; 1-5;  22 ; 1.0908057121069155; 2.5952063057060646; 0; 8; 210.70374501718388,227.43733688739658; 228.46073584427464,200.81661544950157 219.5145703122039,214.08183773458933 ; 
LEAFELEM; _SUR-LA_TABLE; 13; Lave linge; 34075; 36433; 2; 1-11; 1-8;  Serpillère ; 1.0955802629303828; 2.6787454657842478; 0; 8; 185.3379659838416,268.1837101031282; 202.05756431292644,240.9000096988901 193.59803563854146,254.48074512107024 ; 
LEAFELEM;  Lave linge ; 33; Tambour; 169026; 177576; 2; 14-5; 1-8;  Lave linge ; 1.229683171284107; 2.670170158652505; 0; 8; 124.8345625415914,231.80554580588898; 185.3379659838416,268.1837101031282 169.56844439596935,265.50877730463566 158.96621253923567,256.8331879840043 148.0056321667627,248.29513700486936 136.63215520103162,239.94082147370818 ; 
LEAFELEM;  Lave linge ; 35; Percussions; 178752; 180954; 2; 14-8; 14-5;  Tambour ; 1.3133943641466799; 2.6652171809612213; 0; 8; 87.23850900225314,208.8073515086922; 112.63523864361936,223.90875591018337 100.08459234347576,216.24788487088682 ; 
LEAFELEM;  Lave linge ; 36; Flute; 182489; 183874; 2; 14-11; 14-8;  Percussions ; 1.3995482210045045; 2.6648074484959374; 0; 8; 47.18170838124719,187.79876342985315; 74.13221092662866,201.57932474028095 60.78909965235289,194.56134627306744 ; 
LEAFELEM;  Lave linge ; 37; Triangle; 189138; 191738; 2; 14-14; 14-11;  Flute ; 1.4878195680685058; 2.6725307250103585; 0; 8; 3.2597705863011193,171.90157095566306; 33.234732715065796,181.40190082513178 18.691588148444403,175.77940154803431 ; 
LEAFELEM; _SUR-LA_TABLE; 19; Vaisselle; 70213; 72325; 2; 1-14; 1-11;  Lave linge ; 1.104156973706917; 2.761525847846239; 0; 8; 161.6838103662786,309.9479648355028; 177.27836588810064,282.0055351019021 169.40488969314003,295.9342239349326 ; 137.0,350.0 146.94635881489805,337.46724506242543 151.2140706859333,322.04691317929706 
