=N(NEW SESSION Bluetooth Keyboards, Controle, Couteau Suisse)
type; label; id idee; temps 1er car; temps validation; id utilisateur; dist; alpha
ROOTELEM; bras bionique; 54; 789158; 792919; 2; 0.3338771074849163; -2.441010762390244
ROOTELEM; plug in; 13; 170592; 174328; 3; 0.4049982503251587; 3.0332916138099066
ROOTELEM; tout; 4; 75446; 76150; 4; 0.03243692641128838; -0.05875582271572277
ROOTELEM; appareil photo; 52; 724208; 728056; 2; 0.6576257714907455; 2.3889696345964206
ROOTELEM; programmé dans les genes; 53; 759759; 770769; 4; 0.4861473326317273; -1.4726871272306257
ROOTELEM; réseau; 50; 704471; 706245; 4; 0.6324268485926745; -1.0262446186388594
ROOTELEM; relais; 51; 707321; 708933; 4; 0.6556366451250563; -0.8924256364468226
ROOTELEM; platine de DJ; 47; 674858; 677744; 4; 0.6788278546405028; 2.608872712424901
ROOTELEM; antenne; 49; 695921; 697444; 4; 0.5550953773375936; -0.9640948056407836
ROOTELEM;  radio; 46; 672922; 674671; 1; 0.5887070270676416; 2.3767865448053844
ROOTELEM; chaine-hifi; 45; 656420; 660656; 4; 0.6615449518785621; 2.7423718840145406
ROOTELEM; améliorable; 44; 651433; 654695; 4; 0.6452983630261765; -3.0736500551797326
ROOTELEM; barrage hydraulique; 42; 594060; 601045; 4; 0.7459082640124022; 0.6404367670059468
ROOTELEM; customisable; 43; 643609; 645807; 1; 0.4237399621885521; -2.919510751684313
ROOTELEM; énergie biologique mvt; 41; 585373; 596259; 3; 0.4724155133286375; 0.6854458229706342
ROOTELEM; batterie nucléaire; 19; 251903; 256216; 4; 0.5981225350155468; 0.6339472593556872
ROOTELEM; producteur d'énergie; 38; 559658; 564770; 1; 0.5394513043367; 0.6526816418265743
ROOTELEM; partage; 32; 426293; 432967; 4; 0.5696798639519307; 2.8812056398274914
ROOTELEM; panneau solaire; 39; 564822; 567732; 4; 0.6951963457784236; 0.6747409422235527
ROOTELEM; éolien; 40; 575331; 577892; 2; 0.6348231671219468; 0.6212958755555695
ROOTELEM; briquet; 37; 531243; 532917; 2; 0.45409300095326205; 1.1240326667257081
ROOTELEM; réchaud inofensif; 36; 519909; 529395; 3; 0.2632226582200961; 1.113621119321386
ROOTELEM; micro-onde; 35; 496155; 501841; 2; 0.406178611591966; 1.2369264931045771
ROOTELEM; Smartphone; 31; 414042; 419228; 2; 0.5828571428571429; 2.651635327336065
ROOTELEM; kit de proffesion; 34; 486832; 489518; 1; 0.6671154951732321; -2.887611463592445
ROOTELEM; autosuffisant; 18; 245592; 247841; 1; 0.08705824672020145; 1.7467359522474246
ROOTELEM; package professionels; 33; 455645; 464657; 3; 0.5835725457042794; -3.0467956741528113
ROOTELEM; grosse lame; 9; 113839; 116826; 4; 0.5210698918566937; -2.423450411768946
ROOTELEM; conseiller; 24; 308709; 310779; 1; 0.4353079031232283; -0.22056737738538423
ROOTELEM; accesoire; 26; 339806; 341480; 1; 0.512193274178194; -3.0596867515238597
ROOTELEM; empreinte digitale; 30; 392270; 398432; 3; 0.2819047619047619; -1.2404989719656427
ROOTELEM; Telephone; 1; 49901; 53638; 2; 0.527288877268147; 2.681176051116278
ROOTELEM; assigné; 29; 381145; 383356; 3; 0.3598533601053495; 3.0412624831432438
ROOTELEM; carte bleue; 15; 200864; 204189; 2; 0.27071753149622657; -0.24156570709532588
ROOTELEM; clé; 28; 378093; 378940; 4; 0.5066114970088599; -0.6264783862832584
ROOTELEM; voiture; 27; 369693; 371716; 4; 0.4655151506694637; -0.8566136626415011
ROOTELEM; rouge; 7; 98814; 99688; 4; 0.4829313364619876; -2.3003865790159073
ROOTELEM; rasoir; 11; 155313; 157775; 2; 0.2929620408339867; 2.9186924212614174
ROOTELEM; parlant; 22; 276890; 278564; 2; 0.385684890120316; 1.923786714621807
ROOTELEM; traducteur; 23; 290066; 292527; 4; 0.4285036983517573; 1.781268734918926
ROOTELEM; palant; 21; 271903; 274400; 2; 0.41385966050595496; 1.9085571579180047
ROOTELEM; biologique; 20; 266268; 270004; 3; 0.23996358210563715; -2.5102870248422677
ROOTELEM;  caarte d'identité; 16; 201204; 205827; 1; 0.34301054769156064; -0.28135075556326417
ROOTELEM; puce cérébrale; 14; 185690; 194639; 4; 0.2919323377015955; -2.439335722080786
ROOTELEM; dentrifice; 12; 166390; 168552; 4; 0.26203459985138294; 2.8313358459081814
ROOTELEM; miniaturisé; 6; 81977; 87288; 4; 0.10460594451615986; -2.5636907166275478
ROOTELEM; sabre laser; 10; 129777; 144714; 4; 0.46709795425179623; -2.4834107072602327
ROOTELEM; brosse à dent; 8; 98313; 101699; 2; 0.3273199077286086; 2.5971811585567863
ROOTELEM; la cuisine; 5; 74788; 77363; 2; 0.32126820574738435; 0.968301531825488
ROOTELEM; synchroniser; 3; 50678; 60966; 3; 0.14896213924691246; -2.8624030758115575
ROOTELEM; ménage; 2; 49076; 55689; 4; 0.14902924096540754; -0.8390366901512234
