=N(NEW SESSION Bluetooth Keyboards, Controle, Couteau Suisse)
type; label; id idee; temps 1er car; temps validation; id utilisateur; dist; alpha
ROOTELEM; chauffer; 48; 475074; 476711; 2; 0.6634726206614309; -1.0377622166174065
ROOTELEM; alerte sms; 24; 161534; 166158; 2; 0.2499233442568644; 2.485897027348257
ROOTELEM; leger; 7; 61818; 63392; 4; 0.6425261934715597; 0.40528104278547
ROOTELEM; feu de camps; 50; 482948; 485173; 2; 0.5992103647505522; -0.6091634656607727
ROOTELEM; fiole ; 20; 133134; 135870; 2; 0.3999538172324883; -1.1214365677764617
ROOTELEM; auto alimenté; 38; 333073; 337347; 2; 0.839101127962444; 0.7870032984555226
ROOTELEM; créateur d'énergie; 36; 318973; 324534; 2; 0.7398743534931563; 0.819992734910727
ROOTELEM; petit; 3; 43981; 46219; 1; 0.626006310053467; 0.2553103988126435
ROOTELEM; étanche; 54; 508537; 532511; 2; 0.7260641576319082; 1.163493246526622
ROOTELEM; securité; 27; 185182; 188393; 1; 0.5984772816818884; 0.5305944889107679
ROOTELEM; alumettes; 51; 491874; 495698; 2; 0.2541269345547873; -0.8702999568471705
ROOTELEM; musique; 5; 45718; 47804; 4; 0.4092047483560003; -3.0108867051711994
ROOTELEM; simple; 41; 377109; 378923; 1; 0.5188684706126576; 0.44394572508799723
ROOTELEM; sopalain; 53; 504037; 505436; 2; 0.34041457984023016; -1.016941934323099
ROOTELEM; enceinte; 13; 99496; 102870; 2; 0.5008328664242223; 2.5620286682964704
ROOTELEM; huile ; 52; 500624; 503660; 2; 0.3684077401990202; -0.8475889232263212
ROOTELEM; tir bouchon; 17; 119706; 122867; 4; 0.46214721177507273; -1.062897182061226
ROOTELEM; sms; 23; 156496; 156983; 2; 0.39436392139029536; 3.0010617183543533
ROOTELEM; décapsuleur; 19; 124293; 131268; 4; 0.5442421763197527; -1.1603898905308174
ROOTELEM; mapple; 37; 332944; 334369; 4; 1.3546700948052397; -0.6457508237829961
ROOTELEM;  11; 1; 8628; 11194; 1; 1.1158930206610715; -0.6045730564401275
ROOTELEM; matematica; 40; 339732; 342056; 4; 1.3611213197821614; -0.7011886436419159
ROOTELEM;  44; 0; 7453; 9546; 4; 1.3574419052309743; -0.6979721851530369
ROOTELEM; anti seche; 42; 387736; 390053; 2; 0.6877633469384224; 2.3618705056861025
ROOTELEM; carte; 25; 182655; 183817; 4; 0.44779327916090705; 2.9792411716769784
ROOTELEM; pas d'energie embarquée; 35; 302021; 311494; 1; 0.6447555742813654; 0.7310584061846797
ROOTELEM; GPS; 34; 304372; 306233; 3; 0.4062736200486382; 2.7166124188719794
ROOTELEM; reconnaissance avalanche  crevace; 26; 176585; 184321; 2; 0.2760787951541857; 0.6876712560387296
ROOTELEM; liqueur; 21; 146209; 148520; 2; 0.4075344334672887; 2.413211808754666
ROOTELEM; écouteurs; 14; 103272; 104870; 2; 0.5170086645150866; 2.7918773632232856
ROOTELEM; COULEUR; 15; 101920; 105532; 3; 0.5065699871956861; -2.8162749323973006
ROOTELEM; dans la poche; 11; 75696; 77883; 2; 0.7105144889460507; 2.897914379846972
ROOTELEM; leger; 9; 72171; 73196; 2; 0.6884710841735457; 2.1868623598214216
ROOTELEM; ductil; 8; 68056; 71281; 1; 0.5237823096949015; -1.1470066744401208E-5
ROOTELEM; scie; 4; 46409; 47391; 2; 0.3489823235230106; 2.2011977482684038
ROOTELEM; ciseau; 2; 41912; 43408; 2; 0.3266041867223696; 2.526088894690878
